N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750001600;75056;AV;DE L';ERMITAGE;Av. de l'Ermitage;Avenue de l'Ermitage;750563326;O;O;3353;"{""coordinates"": [[2.2656236185728384, 48.84329585278013], [2.265717912509963, 48.84338853612552], [2.2661526658859814, 48.84368349918903], [2.26685053989467, 48.84338699274943], [2.266802992379851, 48.84328768965829], [2.2666942971454374, 48.843076642670844]], ""type"": ""LineString""}";3439;V;750001537;;48.843461109395385, 2.2663241379466466
750004377;75056;RUE;;ROCHAMBEAU;R. Rochambeau;Rue Rochambeau;750568283;O;O;8260;"{""coordinates"": [[2.346874617567513, 48.87739988162997], [2.346804666831813, 48.877404581212744], [2.3457285011741367, 48.877124632052116]], ""type"": ""LineString""}";3445;P;750001537;;48.87727276900046, 2.3463005714259118
750003314;75056;RUE;;HOUDON;R. Houdon;Rue Houdon;750564676;O;O;4589;"{""coordinates"": [[2.3379109679490355, 48.88241849464905], [2.33877517108279, 48.88351802628927], [2.3391001419742063, 48.88393150704063]], ""type"": ""LineString""}";3485;P;750001537;;48.88317499834281, 2.3385055581450405
750004650;75056;RUE;DE LA;HUCHETTE;R. de la Huchette;Rue de la Huchette;750564678;O;O;4593;"{""coordinates"": [[2.346650880917032, 48.85278504171932], [2.346504388339289, 48.8527938738137], [2.3460188627909155, 48.85289399934405], [2.3456705752402316, 48.85299070047177], [2.3455632019452763, 48.853027220621684], [2.3445762068990303, 48.85324932798812], [2.344136087720125, 48.853432480177204]], ""type"": ""LineString""}";3487;P;750001537;;48.85306689489653, 2.3453821760818165
750007268;75056;PL;;EDWIGE FEUILLERE;Pl. Edwige Feuillère;Place Edwige Feuillère;750563166;O;O;3190;"{""coordinates"": [[2.301213774091084, 48.85963900891699], [2.301297262778843, 48.85952590803524]], ""type"": ""LineString""}";3525;P;750001537;;48.85958245847611, 2.3012555184349637
750005377;75056;PAS;DE;CRIMEE;Pas. de Crimée;Passage de Crimée;750562442;O;O;2436;"{""coordinates"": [[2.374591859645796, 48.892598579771196], [2.374216666017177, 48.89240167409766], [2.374127198017393, 48.89240494769093], [2.373339875260912, 48.89278603578839], [2.37296328909375, 48.892913413633565]], ""type"": ""LineString""}";3601;P;750001537;;48.892619829576844, 2.3737851178116878
750004617;75056;RUE;;LA FAYETTE;R. la Fayette;Rue la Fayette;750565240;O;O;5159;"{""coordinates"": [[[2.3334020151632826, 48.8731196772508], [2.3344189352107283, 48.873383293494186], [2.3353191818654624, 48.873622771436004], [2.33639521875107, 48.87390713188066], [2.3372141512445443, 48.87412349021388], [2.3372550484637133, 48.87417313529076], [2.337668270773283, 48.87423706303905], [2.3381679977964187, 48.87437103145878], [2.3393570099399237, 48.87468010972285], [2.3397916401876198, 48.87478845858456], [2.340660775329443, 48.875010097176734], [2.3408013392495954, 48.87504597245211], [2.340941088648633, 48.875082661472575], [2.341096235750491, 48.87512438143714], [2.341714787102726, 48.87529189557576], [2.3424382040340785, 48.87549176511349], [2.3428345339011276, 48.8756012773605], [2.3432371950874082, 48.875701874613554], [2.343691695978611, 48.87581542637028], [2.3445149150183697, 48.87602418514335]], [[2.343766990057948, 48.875934047915], [2.343874701206872, 48.87594166214813], [2.3440200797788604, 48.875966947809864], [2.3442054042242497, 48.87598273031058], [2.3445149150183697, 48.87602418514335], [2.344771379823967, 48.87609124971233], [2.3455928313778265, 48.876312231258645], [2.34658637281048, 48.876595040535115], [2.346805431578456, 48.876617388394266], [2.3471442962017695, 48.87670836105344], [2.3472604527057572, 48.87675812515807]], [[2.34658637281048, 48.876595040535115], [2.346718307569503, 48.87667167350422], [2.347110441695208, 48.87678339682048], [2.3472604527057572, 48.87675812515807], [2.3489545826257254, 48.87717988460237], [2.349589364939751, 48.877351978385285], [2.3490849522943416, 48.87742250556438]], [[2.349589364939751, 48.877351978385285], [2.350087933428128, 48.87748525151377], [2.3512313579760815, 48.87778858467115], [2.351662206461953, 48.877898065472245], [2.352041205067466, 48.877994241718085], [2.352247388857502, 48.87805699786337], [2.353950366755953, 48.87850632508253]], [[2.3542075011587795, 48.878567518107964], [2.3543915581557173, 48.87862052827439], [2.3557619373730527, 48.87897875843493], [2.3570777840255284, 48.87930909732396], [2.357630034166642, 48.8794553973949], [2.3578959402656166, 48.87952360827961], [2.358760200850379, 48.87975833468021], [2.3619920121331908, 48.88061322947431], [2.3623951126290788, 48.880710795973705], [2.3647150052829193, 48.88132903448527], [2.3657863402699006, 48.881610062348265], [2.366202968588587, 48.8816897009318], [2.366263977830892, 48.881706310748996], [2.3664265651636645, 48.88175057291269], [2.366500966008589, 48.88180072651397]], [[2.3657863402699006, 48.881610062348265], [2.3663822482462633, 48.8818066363973], [2.366500966008589, 48.88180072651397], [2.369235783200472, 48.882516408900266]], [[2.369235783200472, 48.882516408900266], [2.369931918612638, 48.88266740242201], [2.369548151282658, 48.88248657769796], [2.369361805643901, 48.882474921252154], [2.369235783200472, 48.882516408900266]]], ""type"": ""MultiLineString""}";3638;P;750001537;;48.8779896783352, 2.3519847067257675
750005923;75056;RUE;DES;JEUNEURS;R. des Jeuneurs;Rue des Jeuneurs;750564973;O;O;4859;"{""coordinates"": [[2.3477287627685186, 48.86880500401608], [2.3476831642687976, 48.86881353308771], [2.3466752826072077, 48.868999604663784], [2.3461837467341633, 48.8691006237376], [2.346117229572362, 48.869125900597844], [2.3459238000379727, 48.86915820030548], [2.3458582416514124, 48.8691863601539], [2.3457423804015276, 48.86921982093003], [2.345077863364721, 48.86941132584348], [2.3446306291753083, 48.86953923741547], [2.344363049340026, 48.86960723713077], [2.3437863081464627, 48.869730209177376], [2.3429088345976523, 48.86990211581685], [2.342777566982229, 48.86992783574837]], ""type"": ""LineString""}";3646;P;750001537;;48.8693614852305, 2.345252557438627
750005095;75056;RUE;;AMBROISE THOMAS;R. Ambroise Thomas;Rue Ambroise Thomas;750560266;O;O;0269;"{""coordinates"": [[[2.3472701203801174, 48.874029546396216], [2.347423086188159, 48.874900596967414], [2.347700672443463, 48.874882423427735], [2.3480681980302736, 48.87485045763226]], [[2.3472492273002747, 48.87491665550642], [2.347423086188159, 48.874900596967414]]], ""type"": ""MultiLineString""}";3656;M;750001537;;48.87466678719916, 2.34749693389118
750002421;75056;RUE;DE L';AMBROISIE;R. de l'Ambroisie;Rue de l'Ambroisie;750560267;O;O;0270;"{""coordinates"": [[2.3863531452320106, 48.83356751938661], [2.3855307740223135, 48.83419079432878], [2.3846324935449617, 48.834888455120286]], ""type"": ""LineString""}";3657;P;750001537;;48.83422545254154, 2.385490874659561
750001928;75056;RUE;;BIOT;R. Biot;Rue Biot;750560976;O;O;0985;"{""coordinates"": [[2.326907494179049, 48.88356649712088], [2.3268257432918453, 48.88360030203116], [2.326440860306244, 48.88400055223779], [2.326004194114485, 48.88447658400917], [2.3253799430978743, 48.88510232100275], [2.325390776034815, 48.88520085872844]], ""type"": ""LineString""}";3666;P;750001537;;48.88436008412886, 2.326105146085733
750006446;75056;IMP;DE LA;CONFIANCE;Imp. de la Confiance;Impasse de la Confiance;750562272;O;O;2276;"{""coordinates"": [[2.39957493392144, 48.85380726171234], [2.3997331020868966, 48.85358050194251]], ""type"": ""LineString""}";3685;V;750001537;;48.853693881827425, 2.3996540180041683
750006289;75056;RUE;DE L';ARC DE TRIOMPHE;R. de l'Arc de Triomphe;Rue de l'Arc de Triomphe;750560413;O;O;0391;"{""coordinates"": [[2.294014268573145, 48.87628707930201], [2.2932959523709204, 48.87762605067382], [2.2932393213708626, 48.87769576592396]], ""type"": ""LineString""}";3703;P;750001537;;48.87699587574141, 2.293633484825872
750005937;75056;QU;DE;BETHUNE;Qu. de Béthune;Quai de Béthune;750560940;O;O;0944;"{""coordinates"": [[2.3589856399318108, 48.85010154075355], [2.3585181004810254, 48.85025460552227], [2.3575166926533173, 48.85059786753725], [2.3559311624567836, 48.851123605159074]], ""type"": ""LineString""}";3719;P;750001537;;48.85061366738397, 2.3574587759736647
750005089;75056;PAS;;ALFRED STEVENS;Pas. Alfred Stevens;Passage Alfred Stevens;750560187;O;O;0208;"{""coordinates"": [[2.3386040149276983, 48.88173943573139], [2.3387319100634083, 48.88206021441752]], ""type"": ""LineString""}";3722;V;750001537;;48.881899825074456, 2.3386679624955535
750003340;75056;COUR;;JACQUES VIGUES;Cour Jacques Viguès;Cour Jacques Viguès;750564806;O;O;4722;"{""coordinates"": [[2.373640928464388, 48.85251434020147], [2.3736905469236684, 48.85272539015428], [2.3731830939091876, 48.852929682824495]], ""type"": ""LineString""}";3749;V;750001537;;48.85276859189575, 2.3735017953800144
750001378;75056;RUE;;JACQUIER;R. Jacquier;Rue Jacquier;750564808;O;O;4724;"{""coordinates"": [[2.3192115905513266, 48.82924595258136], [2.318615605831234, 48.82945539592098], [2.3179719406149735, 48.829677146651875], [2.3171221257192895, 48.82999327571117], [2.3164580265768304, 48.83020053855471]], ""type"": ""LineString""}";3750;P;750001537;;48.82972984861964, 2.3178369383688646
750005671;75056;RUE;;RADZIWILL;R. Radziwill;Rue Radziwill;750567992;O;O;8012;"{""coordinates"": [[2.3391955859100193, 48.86525849917825], [2.3394068780774933, 48.865653902558854], [2.339516760882019, 48.865849765786486], [2.3396318180469016, 48.866041844202584], [2.339670155017059, 48.86610602610958]], ""type"": ""LineString""}";3753;V;750001537;;48.865684903998385, 2.339428193456059
750002011;75056;RUE;D';ARMAILLE;R. d'Armaillé;Rue d'Armaillé;750560446;O;O;0417;"{""coordinates"": [[2.292196854522212, 48.87710148335094], [2.291567998014782, 48.87808837756291], [2.2910612513685433, 48.878898794157266], [2.290969785742763, 48.87904505157269]], ""type"": ""LineString""}";3756;P;750001537;;48.878071963629, 2.291581254638573
750006228;75056;PL;DU;GENERAL CATROUX;Pl. du Général Catroux;Place du Général Catroux;750564024;O;O;4057;"{""coordinates"": [[[2.3112783596542097, 48.88188479191626], [2.311079028815997, 48.88185283386534], [2.3104865833470716, 48.88212597763702], [2.310298228161788, 48.88221352211094], [2.3091064725462718, 48.88275029827083], [2.3090578627691083, 48.882892903933964]], [[2.3112783596542097, 48.88188479191626], [2.3117349080854384, 48.88233758819562]], [[2.3112783596542097, 48.88188479191626], [2.310765177954206, 48.882326127843825], [2.31039346118722, 48.88261831241982]], [[2.3117349080854384, 48.88233758819562], [2.3113803523554495, 48.882406929553184], [2.31039346118722, 48.88261831241982]], [[2.3117349080854384, 48.88233758819562], [2.3117587332828977, 48.88242919642933], [2.3117007711324185, 48.88248968517549], [2.31050054337056, 48.88303048231854], [2.309720546093225, 48.88336698808501], [2.30951015697366, 48.88335003656517]], [[2.31039346118722, 48.88261831241982], [2.3090578627691083, 48.882892903933964]], [[2.31039346118722, 48.88261831241982], [2.309649389672952, 48.88325088754492], [2.30951015697366, 48.88335003656517]], [[2.3090578627691083, 48.882892903933964], [2.30951015697366, 48.88335003656517]]], ""type"": ""MultiLineString""}";3785;P;750001537;;48.88261799485349, 2.310402148132351
