L_LONGMIN;Geometry;display;catégorie;;;
Boulevard de Douaumont;"{""coordinates"": [[[2.3059406192225014, 48.895101542537276], [2.3037037304913115, 48.893710746353705]], [[2.3059406192225014, 48.895101542537276], [2.305816368028877, 48.895078716958956], [2.3057540681339446, 48.895106972304575]], [[2.3059406192225014, 48.895101542537276], [2.3060053725902065, 48.89517470011968], [2.3059358887195156, 48.895193444041524]], [[2.3097018717750553, 48.89607299513226], [2.3087403837336113, 48.89570814243178], [2.307277054914025, 48.89522962821166], [2.30630125386625, 48.89470995288183], [2.305148693776424, 48.89398183237886]], [[2.3103945236613916, 48.896128579860296], [2.310019607078863, 48.89612355151633], [2.3097018717750553, 48.89607299513226]], [[2.3100119096185776, 48.89627210229684], [2.3097018717750553, 48.89607299513226]], [[2.3087263863546834, 48.89632472756638], [2.308459007413154, 48.89620241378498], [2.307121552906438, 48.895711179865835], [2.3064753629386012, 48.89539167782511], [2.3059406192225014, 48.895101542537276]], [[2.3087263863546834, 48.89632472756638], [2.3086731811510033, 48.89637992665063]], [[2.30960317257047, 48.896675898775754], [2.3092593445831655, 48.896553128106845], [2.3087263863546834, 48.89632472756638]]], ""type"": ""MultiLineString""}";true;batiment;;;
Rue du Colonel Manhès;"{""coordinates"": [[2.3214945269611187, 48.89532652085489], [2.3212135356563697, 48.89544295557284], [2.321086260369442, 48.89549562686682], [2.320994198855139, 48.895530772045284], [2.320596864091625, 48.89543783084026], [2.320523454763782, 48.89540136050574], [2.320479382036782, 48.895348329191236]], ""type"": ""LineString""}";true;personne;;;
Boulevard Murat;"{""coordinates"": [[[2.258228791790689, 48.837417574554955], [2.258446843509421, 48.83735872233241], [2.2595930336197734, 48.83720563479543], [2.2600326345999813, 48.837039838992766], [2.2603299420196823, 48.83700163762752], [2.2606661042823557, 48.83703172249238], [2.2615619816209658, 48.83692143490384], [2.262317230066738, 48.83747120674031], [2.2627246701587755, 48.83776202257373], [2.262915179567231, 48.837898030999895], [2.263199327174563, 48.83810279753935], [2.2645019244097346, 48.83902661108952], [2.2646438760758287, 48.83913613719956], [2.264727826394245, 48.83916555013923], [2.2654918222346856, 48.83897260638185], [2.2663231583100383, 48.838754591526964]], [[2.2575439142553377, 48.837616818271805], [2.258228791790689, 48.837417574554955]], [[2.257591478630071, 48.83768846998359], [2.258228791790689, 48.837417574554955]], [[2.256561588965783, 48.83934954231932], [2.2568822487127362, 48.83870663801398], [2.2569993088924516, 48.83842686802323]], [[2.256479550298116, 48.8395140226957], [2.256561588965783, 48.83934954231932]], [[2.256479550298116, 48.8395140226957], [2.256536609764579, 48.839564787289284], [2.256606654291901, 48.83940919011461], [2.256561588965783, 48.83934954231932]], [[2.2562687964737536, 48.840255155003184], [2.2562321111747417, 48.84017634860265], [2.2562358572954038, 48.84004368723144], [2.2562505613060204, 48.83997762968311], [2.2563031390438555, 48.839862198114936], [2.256479550298116, 48.8395140226957]], [[2.2562687964737536, 48.840255155003184], [2.2563413669506582, 48.8402043508533], [2.256356202956752, 48.84000393662067], [2.256360764244447, 48.8399554527318], [2.256536609764579, 48.839564787289284]], [[2.2573843891121737, 48.84502959359209], [2.2570969881441045, 48.84446315757492], [2.2563525650927567, 48.84299770182307], [2.2560961842880416, 48.84247046083417], [2.256049871110306, 48.84213535447967], [2.25612004959579, 48.84145806854546], [2.2562687964737536, 48.840255155003184]], [[2.2575247500799187, 48.84535417499342], [2.2574346073676876, 48.845282682218134], [2.2573697429396007, 48.845139405688165], [2.2573843891121737, 48.84502959359209]], [[2.2575247500799187, 48.84535417499342], [2.2575684859716247, 48.845263673028036], [2.257492740778658, 48.845122766331684], [2.2573843891121737, 48.84502959359209]], [[2.257701988008999, 48.845699688426016], [2.257603727249907, 48.845621202302425], [2.2575408509284505, 48.84547413391788], [2.2575247500799187, 48.84535417499342]], [[2.257701988008999, 48.845699688426016], [2.257720711612575, 48.84560779910023], [2.2576597197834256, 48.845437466784006], [2.2575247500799187, 48.84535417499342]], [[2.2589130890580345, 48.84790682715247], [2.2587176962699225, 48.84756047532103], [2.2585731595281904, 48.847451835412414], [2.257701988008999, 48.845699688426016]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue du Général Grossetti;"{""coordinates"": [[2.26359637119715, 48.837330664601915], [2.263552744857873, 48.837438734786204], [2.2633422671542234, 48.837529876539804], [2.2627246701587755, 48.83776202257373]], ""type"": ""LineString""}";true;personne;;;
Rue de Mogador;"{""coordinates"": [[2.331151803337445, 48.87321545948933], [2.3313314815052504, 48.87426897800831], [2.331375746514564, 48.87462724298537], [2.3314012015419916, 48.87502445203166], [2.331095814739901, 48.876190796797225]], ""type"": ""LineString""}";true;bataille;;;
Boulevard de l'Amiral Bruix;"{""coordinates"": [[[2.2759686593458204, 48.87244269862302], [2.275439412088202, 48.872103014840086]], [[2.277217457575263, 48.87359584973356], [2.2769636571788645, 48.87356091530549], [2.2761159492569054, 48.87279833635695], [2.2759686593458204, 48.87244269862302]], [[2.277217457575263, 48.87359584973356], [2.277246689781566, 48.8734346298152], [2.2763461012113475, 48.87265295477765], [2.2759686593458204, 48.87244269862302]], [[2.2782714856994577, 48.87463632047438], [2.277217457575263, 48.87359584973356]], [[2.2782714856994577, 48.87463632047438], [2.278746071113746, 48.874850364809056], [2.278594036162377, 48.87495470783359]], [[2.278746071113746, 48.874850364809056], [2.279048175299031, 48.87495494367348], [2.2791875949739597, 48.87505669860303]], [[2.278594036162377, 48.87495470783359], [2.2782714856994577, 48.87463632047438]], [[2.2791875949739597, 48.87505669860303], [2.278594036162377, 48.87495470783359]], [[2.2826172749343288, 48.87663270506876], [2.2825514926432855, 48.87656306152067], [2.2823149682104598, 48.87629918877852], [2.282073108674597, 48.87617326957272], [2.2817987917225135, 48.876062794691926], [2.2812247548975897, 48.87587385095127], [2.2806020676935415, 48.87568343389972], [2.2801651532611564, 48.87551767560242], [2.2794999022941496, 48.875224165851684], [2.2791875949739597, 48.87505669860303]], [[2.2826172749343288, 48.87663270506876], [2.2826823564254304, 48.8768344216861], [2.2825933498465885, 48.876978880152784]], [[2.2831272818638984, 48.87702280991274], [2.283053828534724, 48.87691109450897], [2.2826172749343288, 48.87663270506876]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Chasseloup-Laubat;"{""coordinates"": [[2.305829097592603, 48.848105056860284], [2.3048313757665744, 48.84775434918668], [2.30524482267192, 48.84724621836263], [2.3053615628302464, 48.84711754080138]], ""type"": ""LineString""}";true;personne;;;
Rue Médéric;"{""coordinates"": [[2.3021901578712525, 48.88008162565275], [2.3028221885400395, 48.880382358879054], [2.303701342201682, 48.88080779820598], [2.3039450550165435, 48.88092602118369], [2.3052714852343503, 48.88156084148651], [2.3056028299408453, 48.88172710831265]], ""type"": ""LineString""}";true;résistant;;;
Rue Baste;"{""coordinates"": [[2.3740014426874096, 48.88091548941449], [2.3739744425351312, 48.8809394412662], [2.3739342877001612, 48.880991437356435], [2.373969886307225, 48.8810587044825], [2.374411386095207, 48.88148179938022]], ""type"": ""LineString""}";true;personne;;;
Passage du Commandant Charles Martel;"{""coordinates"": [[2.317864842401202, 48.88465581553251], [2.3172215061888335, 48.88433944184184]], ""type"": ""LineString""}";true;personne;;;
Rue Jean Ferrandi;"{""coordinates"": [[2.322785207169768, 48.84756592054362], [2.324080789189729, 48.84628657532378], [2.3241506920484403, 48.846238386691596]], ""type"": ""LineString""}";true;personne;;;
Boulevard de la Bastille;"{""coordinates"": [[2.366880046513081, 48.84642079672932], [2.366945005131169, 48.84651386428138], [2.3676375664891105, 48.848007420197334], [2.3679841828399004, 48.84879403906803], [2.368554825834381, 48.85004558235692], [2.3692106333134397, 48.851472449738786], [2.3693964930519447, 48.85187320109641], [2.3695619100650833, 48.85216609279958]], ""type"": ""LineString""}";true;batiment;;;
Rue de la Bastille;"{""coordinates"": [[2.3673596660710454, 48.853867196222076], [2.367449058537472, 48.853862488555976], [2.3674500124765028, 48.85386249359891], [2.367719964543784, 48.85384811876383], [2.368165425744692, 48.8538112151187], [2.368343287562498, 48.85379584892774], [2.368608137409181, 48.853748106179836], [2.368853198980164, 48.85371154533746]], ""type"": ""LineString""}";true;batiment;;;
Boulevard du Bois Le Prêtre;"{""coordinates"": [[[2.3223653275355938, 48.89887892198889], [2.3215547090834447, 48.89905754204774], [2.3206768239320676, 48.89931139885822], [2.320576496468554, 48.89930522698278], [2.3202018320345834, 48.89938459724388], [2.319797652528022, 48.899486605443755], [2.3197776426141825, 48.89949176180703]], [[2.3206768239320676, 48.89931139885822], [2.320592642912267, 48.899374512208695], [2.3202495463743236, 48.899464017156625], [2.3198341451109625, 48.8995813041689]], [[2.3197776426141825, 48.89949176180703], [2.3193236834864996, 48.89960863020192], [2.319083935871576, 48.899670165759446], [2.318858632002236, 48.899725532715365]], [[2.3198341451109625, 48.8995813041689], [2.3197776426141825, 48.89949176180703]], [[2.3198341451109625, 48.8995813041689], [2.3194961499157207, 48.89966227440969], [2.3192573370454803, 48.899721171624485], [2.3189347653716936, 48.89979501540742]], [[2.3198341451109625, 48.8995813041689], [2.319761829704518, 48.89974047763584], [2.319688397392095, 48.899850433960346], [2.319524635506538, 48.90009817429145]], [[2.318858632002236, 48.899725532715365], [2.318720814758469, 48.89975724122977]], [[2.3189347653716936, 48.89979501540742], [2.318858632002236, 48.899725532715365]], [[2.3189347653716936, 48.89979501540742], [2.318825394157313, 48.8998200599683]]], ""type"": ""MultiLineString""}";true;bataille;;;
Boulevard Poniatowski;"{""coordinates"": [[[2.3879034482875205, 48.82838216727883], [2.3881361818523295, 48.82849675984637], [2.3881930278044132, 48.82852331228491], [2.38900722167759, 48.8288791464399], [2.389519028720316, 48.82907800262147], [2.38980553114061, 48.82914523565914], [2.3902994479380464, 48.82932980509202]], [[2.389519028720316, 48.82907800262147], [2.3897038762060805, 48.829226118926], [2.3902737405907755, 48.829454632452396]], [[2.3902994479380464, 48.82932980509202], [2.390483016853079, 48.829375493415114], [2.390747122547424, 48.82948159768916], [2.3909837867528516, 48.82957667925916], [2.3912427074974505, 48.82969301781035]], [[2.3902994479380464, 48.82932980509202], [2.3902737405907755, 48.829454632452396], [2.3911585105356576, 48.82979665523384]], [[2.3912427074974505, 48.82969301781035], [2.3911585105356576, 48.82979665523384], [2.391553679109237, 48.82993548731222], [2.391907870388487, 48.82998936217714], [2.3916284781335566, 48.82983401426916], [2.3912427074974505, 48.82969301781035]], [[2.391907870388487, 48.82998936217714], [2.392256281008122, 48.830090450462244], [2.394970017132747, 48.830702667352284], [2.3956386283535114, 48.830898368703906], [2.3960719632368135, 48.83093699102826], [2.3965334930305953, 48.83107955007997], [2.3969705292842725, 48.831256483566165], [2.3979280282082147, 48.83166411607387]], [[2.3956386283535114, 48.830898368703906], [2.396432167282597, 48.83115611459454], [2.3978110701300768, 48.831739011139014]], [[2.3956386283535114, 48.830898368703906], [2.3959487556130727, 48.8311067450663], [2.396323502469192, 48.831234701528324], [2.3966632411678472, 48.831367345774936], [2.3974835435397317, 48.83172913241059], [2.3976641919596844, 48.83183077143295]], [[2.3979280282082147, 48.83166411607387], [2.398181689158203, 48.83177336174042]], [[2.3978110701300768, 48.831739011139014], [2.3979280282082147, 48.83166411607387]], [[2.3978110701300768, 48.831739011139014], [2.398023612941204, 48.831825071272675]], [[2.398181689158203, 48.83177336174042], [2.3980803755836826, 48.831789975854505], [2.398023612941204, 48.831825071272675]], [[2.398181689158203, 48.83177336174042], [2.398705568605506, 48.831990441705486], [2.398762929455401, 48.832035743376984], [2.4002038532047827, 48.832568828686966], [2.4001178899762707, 48.83267202253808]], [[2.398023612941204, 48.831825071272675], [2.397987678267659, 48.83184729363542], [2.3979707295598063, 48.83191116230971], [2.3980048416979898, 48.83196418980496]], [[2.398023612941204, 48.831825071272675], [2.398486436077012, 48.832045577241516], [2.4001178899762707, 48.83267202253808]], [[2.3976641919596844, 48.83183077143295], [2.397717915280141, 48.83179582276529], [2.397793448323517, 48.83175028141978], [2.3978110701300768, 48.831739011139014]], [[2.3976641919596844, 48.83183077143295], [2.3980048416979898, 48.83196418980496], [2.398359198663388, 48.832118775278595], [2.3998301994200055, 48.83266849273924], [2.400050835504211, 48.83274796144638], [2.4001178899762707, 48.83267202253808], [2.402015466926722, 48.83338663655719], [2.402188813070041, 48.8334218498573]], [[2.4001178899762707, 48.83267202253808], [2.402107732157746, 48.833320517787854], [2.402188813070041, 48.8334218498573], [2.403560898841813, 48.833913619525056]], [[2.402188813070041, 48.8334218498573], [2.4024294031771567, 48.83341312312688], [2.403560898841813, 48.833913619525056], [2.404456316375344, 48.834234540726584], [2.404553328538746, 48.83421784585896], [2.404716500470286, 48.83424726685115], [2.404762168147422, 48.83435326837981], [2.4055218931649667, 48.834865637184194]], [[2.404456316375344, 48.834234540726584], [2.4055218931649667, 48.834865637184194], [2.4064061157085894, 48.8352880168856], [2.406506301577637, 48.83537319810034], [2.406386504554881, 48.83541062871062], [2.4055218931649667, 48.834865637184194]]], ""type"": ""MultiLineString""}";true;personne;;;
Avenue du Général Eisenhower;"{""coordinates"": [[2.313481081164034, 48.86727065380001], [2.313169358781696, 48.867330299713416], [2.3126592135813557, 48.86735936987589], [2.312428300370079, 48.8673622884787], [2.312143014283452, 48.867323461276975], [2.3115934793878736, 48.867187917977446], [2.3105099583913886, 48.86689316153498], [2.310232349104632, 48.86682565781728]], ""type"": ""LineString""}";true;personne;;;
Rue Fabert;"{""coordinates"": [[2.3116402007044563, 48.86242563318204], [2.3116168728476825, 48.86217949067705], [2.3115833222309337, 48.86188795303382], [2.3114995493011263, 48.86112354428429], [2.3113630235647245, 48.85994914946525], [2.3112824786069104, 48.85919158385563], [2.3112084816251888, 48.858547176045214], [2.3112204915891628, 48.85820266680444]], ""type"": ""LineString""}";true;personne;;;
Impasse Damesme;"{""coordinates"": [[2.355355068737009, 48.822424700840244], [2.355915167175239, 48.8224345092808]], ""type"": ""LineString""}";true;personne;;;
Rue Malus;"{""coordinates"": [[2.3527238106697412, 48.84326084002331], [2.3522307356959633, 48.84324527429479]], ""type"": ""LineString""}";true;personne;;;
Rue Montcalm;"{""coordinates"": [[2.335122103302455, 48.89186189164397], [2.3352810293228528, 48.891849401007164], [2.3353809941439643, 48.89187870726419], [2.3367658054799345, 48.892589206632294], [2.3374181265632146, 48.89291662805393], [2.3377758466065974, 48.89310745561982], [2.3382804706933804, 48.893367244589776], [2.3389078494984843, 48.893690526738574], [2.3404631940747973, 48.894487025732865], [2.3406668636462804, 48.89457575914952]], ""type"": ""LineString""}";true;personne;;;
Quai de Montebello;"{""coordinates"": [[2.350420876019306, 48.85142890731263], [2.349645342412744, 48.85177452569382], [2.349571980632617, 48.851805253603004], [2.3492440502240726, 48.85194261874614], [2.3482467895463985, 48.8523509929815], [2.3480986875066265, 48.85242105533535], [2.347635417362552, 48.85265447614699], [2.3468263204344555, 48.853071895405265]], ""type"": ""LineString""}";true;personne;;;
Villa des Otages;"{""coordinates"": [[2.403167224426224, 48.874550291180995], [2.4029847235891775, 48.87451671738111], [2.40187660481853, 48.874288214205684]], ""type"": ""LineString""}";true;victime;;;
Avenue de Mazagran;"{""coordinates"": [[[2.3441979225803107, 48.81586971192917], [2.344309050107621, 48.815977006409824], [2.3443139371574206, 48.816052986235235], [2.344233088002032, 48.81612621141837]], [[2.3441979225803107, 48.81586971192917], [2.3441989841261255, 48.81579288331648], [2.3442475730653327, 48.8156804479084], [2.344341509934728, 48.81563314278205], [2.3443525815240203, 48.815677579143085], [2.3442862503828277, 48.81580496399847], [2.3441979225803107, 48.81586971192917]], [[2.3439810785671424, 48.81587679669331], [2.3441979225803107, 48.81586971192917]]], ""type"": ""MultiLineString""}";true;siège;;;
Rue d'Hautpoul;"{""coordinates"": [[2.3883390338740664, 48.88056662762571], [2.388454800588411, 48.881623218905844], [2.388406308975696, 48.881810382045934], [2.3883919090867627, 48.8818533772714], [2.387979047550933, 48.88306425255683], [2.387985085333138, 48.883231594088365], [2.3878770358511368, 48.883307817193256], [2.3875226731509036, 48.884165562608345], [2.3873452412755203, 48.88454639145963], [2.3868780075613634, 48.88567362361885], [2.3863270763866984, 48.88700910295832]], ""type"": ""LineString""}";true;personne;;;
Rue de Vézelay;"{""coordinates"": [[2.31485098384773, 48.87771342319002], [2.314828726294994, 48.877795711095615], [2.3133633117231533, 48.878998650107285]], ""type"": ""LineString""}";true;personne;;;
Place de l'Ecole Militaire;"{""coordinates"": [[[2.3055011012255475, 48.85432740836372], [2.3055853725345816, 48.85423912187149], [2.306262820548592, 48.854103767972774], [2.3064627213942237, 48.85412874177845], [2.306193802274745, 48.854245196490126], [2.3058234599459175, 48.854475964139496]], [[2.3055011012255475, 48.85432740836372], [2.305264542797885, 48.85437674089131], [2.305006163177637, 48.8545385457637], [2.3051080762574285, 48.85452653765906], [2.305233391703119, 48.85451644607995], [2.305297202248395, 48.85451948766057], [2.305349736193977, 48.854534191363], [2.3053973409417075, 48.85457821245848], [2.3054207559777744, 48.8546272374433], [2.305422676290714, 48.85469175049349], [2.305423906851345, 48.854772223126034], [2.3055789361314636, 48.854610609077234], [2.3058234599459175, 48.854475964139496], [2.3055011012255475, 48.85432740836372]]], ""type"": ""MultiLineString""}";true;batiment;;;
Rue de la Cavalerie;"{""coordinates"": [[2.2995913504082877, 48.850234870180046], [2.299666022618962, 48.85016852070684], [2.3006333137226633, 48.849564618399825], [2.3010691284685887, 48.84986798360821]], ""type"": ""LineString""}";true;batiment;;;
Rue du Sergent Maginot;"{""coordinates"": [[[2.255726586582115, 48.83987128441264], [2.25568047210664, 48.83999868165387], [2.255054561272289, 48.84109211149178], [2.2546296770362355, 48.84106851840079]], [[2.255054561272289, 48.84109211149178], [2.2548624314961696, 48.84135405352693]]], ""type"": ""MultiLineString""}";true;personne;;;
Avenue de Breteuil;"{""coordinates"": [[[2.3118609033538235, 48.84697983249707], [2.3118618492796474, 48.84695360352373], [2.3119590758669295, 48.846858722325194], [2.311943848910442, 48.846707442842536], [2.3117953785586276, 48.84533863883207]], [[2.3112308223000357, 48.84708931059288], [2.3111645286136064, 48.84666448354916], [2.311106071669865, 48.84616437973037], [2.311028891492429, 48.84549638247152], [2.311077421565638, 48.845337168701874]], [[2.3121921911343044, 48.848795543982504], [2.3120353497127835, 48.847462237584956]], [[2.3121921911343044, 48.848795543982504], [2.311423255678838, 48.84883161926186], [2.311297209563947, 48.84779585423086], [2.3112824214523324, 48.84767439116963]], [[2.312319285627078, 48.850287279728825], [2.3123652727287802, 48.850118401367105], [2.3121921911343044, 48.848795543982504]], [[2.312701022717798, 48.85319291851071], [2.3125392071434008, 48.85164585697529], [2.31243226126011, 48.850787028793675]], [[2.3119404634052803, 48.85323070926723], [2.3117369035962727, 48.85157195792934], [2.3116411458918433, 48.85071313031021], [2.3116035425355923, 48.85038849683359], [2.311423255678838, 48.84883161926186]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Juliette Dodu;"{""coordinates"": [[2.3703353326244603, 48.87377575265358], [2.3691681287422157, 48.87531700306463], [2.3689372900353343, 48.87562068767291], [2.3683088550818514, 48.87602237021288]], ""type"": ""LineString""}";true;personne;;;
Passage de Verdun;"{""coordinates"": [[2.380949990199807, 48.888042256161405], [2.381018145944167, 48.888036897810025], [2.3813213230758636, 48.88790818877121], [2.3813773854236855, 48.88781187314867], [2.381430332961708, 48.88758168613419]], ""type"": ""LineString""}";true;bataille;;;
Rue Choderlos de Laclos;"{""coordinates"": [[2.3791296801934223, 48.83201510282965], [2.378263762691563, 48.83269199306842]], ""type"": ""LineString""}";true;personne;;;
